date,912101A,912105A,915011A,915206A,917107A
1926-04-10,34.7369,34.73368,32.05857,37.22783,31.00207
1926-04-11,36.22028,36.21707,31.987,37.8086,31.00551
1926-04-12,35.63659,35.62907,33.00035,37.49471,32.52162
1926-04-13,34.54071,34.51099,33.55758,35.82676,32.51143
1926-04-14,34.56383,34.51485,31.79266,33.69758,32.05734
1926-04-15,32.2805,32.21042,30.50875,31.02228,31.9435
1926-04-16,30.75502,30.69134,29.35819,29.91291,31.65499
1926-04-17,32.86557,32.77506,27.17684,30.3435,30.73043
1926-04-18,32.41547,32.34653,28.07709,30.75173,29.17024
1926-04-19,33.85627,33.79688,28.73695,32.68975,29.53615
1926-04-20,34.86005,34.82247,30.53816,34.63037,30.28887
1926-04-21,34.23222,34.23771,31.34194,34.63006,30.41086
1926-04-22,34.01968,34.02865,30.96778,34.8705,30.33495
1926-04-23,32.9878,32.99957,30.91241,34.5394,30.37909
1926-04-24,30.34104,30.25984,30.90518,28.72673,29.29488
1926-04-25,28.35524,28.31929,25.56525,26.56274,29.79792
1926-04-26,30.53362,30.48141,28.1024,30.03516,30.56219
1926-04-27,33.40331,33.3581,29.63475,32.95326,30.52873
1926-04-28,34.46578,34.45507,30.11464,35.12046,30.27365
1926-04-29,34.80223,34.7921,30.90558,35.42752,30.77051
1926-04-30,34.00436,33.90524,31.32291,31.52826,30.42498
1926-05-01,29.47215,29.39993,28.47827,28.24961,31.11952
1926-05-02,28.44028,28.39525,26.85654,26.56082,30.63711
1926-05-03,28.1618,28.10242,26.90879,27.11843,29.79285
1926-05-04,29.98237,29.90225,27.43454,29.29992,29.09178
1926-05-05,31.26627,31.18737,27.7696,30.41692,28.86442
1926-05-06,31.71241,31.6463,28.79687,31.9955,29.30265
1926-05-07,30.28924,30.23838,29.1876,31.97866,30.0612
1926-05-08,28.78825,28.66681,28.00688,28.79719,28.14633
1926-05-09,26.85789,26.75909,27.75555,25.62023,29.26727
1926-05-10,22.99622,22.91433,22.12771,21.32979,28.0168
1926-05-11,20.43972,20.35004,21.36351,19.58483,29.38491
1926-05-12,18.83103,18.80509,16.52252,16.57531,25.0284
1926-05-13,22.83938,22.77254,20.93724,21.61805,25.40974
1926-05-14,24.00866,23.93253,21.05157,23.233,26.27232
1926-05-15,24.26308,24.18716,21.7583,23.31838,26.94639
1926-05-16,23.38268,23.31576,19.97557,22.23572,24.29588
1926-05-17,24.1165,24.07601,20.37549,23.39054,23.79776
1926-05-18,25.48303,25.43059,21.65995,24.31984,25.02767
1926-05-19,27.00317,26.94465,23.50064,26.21114,26.56878
1926-05-20,29.43406,29.37798,26.13965,28.82474,27.23699
1926-05-21,30.95661,30.89343,27.23824,29.7045,28.42232
1926-05-22,26.96572,26.89388,24.60373,24.63617,28.07963
1926-05-23,26.87157,26.81193,25.96027,25.92813,27.97554
1926-05-24,28.79027,28.7263,26.52949,28.31556,27.72098
1926-05-25,30.49148,30.4308,26.66624,29.9599,27.9574
1926-05-26,30.61202,30.55702,26.25494,29.74105,28.25589
1926-05-27,31.1683,31.1208,25.23636,29.30749,28.69191
1926-05-28,28.55802,28.51538,24.75724,27.83664,26.97091
1926-05-29,28.2591,28.23196,24.71568,28.19017,26.66693
1926-05-30,28.97785,28.93871,25.53645,28.20184,26.1218
1926-05-31,25.46651,25.42938,22.48328,22.90724,27.88008
1926-06-01,23.01036,22.9688,19.15825,20.98669,24.78865
1926-06-02,24.55399,24.50481,21.14541,22.03212,25.87143
1926-06-03,24.78003,24.72824,21.79259,24.10487,25.77387
1926-06-04,25.40527,25.3441,23.83396,26.44165,26.43206
1926-06-05,26.57098,26.5166,24.11905,26.23775,24.69493
1926-06-06,23.24343,23.16852,22.52168,22.24667,25.55276
1926-06-07,21.837,21.77949,20.32922,21.18188,25.28677
1926-06-08,23.24416,23.17107,21.17938,22.69524,25.28575
1926-06-09,24.79078,24.70478,22.79378,24.92014,25.48732
1926-06-10,25.79102,25.71175,21.70479,24.70083,25.08293
1926-06-11,25.54243,25.46792,22.53233,24.86518,24.95698
1926-06-12,25.20749,25.12063,22.66798,24.17883,26.03984
1926-06-13,25.57531,25.48113,22.27183,24.30063,25.13425
1926-06-14,26.57657,26.49327,22.14908,26.7044,25.64624
1926-06-15,28.03626,27.95647,22.19374,27.17546,26.23634
1926-06-16,28.01581,27.94625,22.58051,27.12176,24.14912
1926-06-17,29.17373,29.10624,23.33387,27.92607,25.16362
1926-06-18,28.99076,28.94109,23.18548,28.73225,25.39632
1926-06-19,29.54165,29.49377,24.31675,29.19243,26.58586
1926-06-20,29.64077,29.59627,25.01019,29.5362,26.3984
1926-06-21,28.87239,28.83873,26.24213,30.65971,25.68317
1926-06-22,28.55782,28.48977,24.16039,28.13574,26.63489
1926-06-23,29.90708,29.82749,26.23257,28.13646,27.69
1926-06-24,27.61934,27.54152,25.70162,25.82189,28.04831
1926-06-25,24.65153,24.58345,25.63278,24.29177,28.08717
1926-06-26,25.55198,25.48061,25.10102,25.18287,26.42365
1926-06-27,24.47345,24.43636,23.88414,24.05246,24.78655
1926-06-28,26.35296,26.29897,23.01714,25.23682,26.97146
1926-06-29,23.26412,23.19339,20.82047,22.45721,25.46391
1926-06-30,23.29413,23.20687,22.03466,23.28692,25.06868
1926-07-01,23.09777,23.01025,21.24344,22.35549,24.85152
1926-07-02,24.15643,24.06345,19.59706,22.9968,23.66033
1926-07-03,24.45304,24.37659,18.76575,22.89212,22.50262
1926-07-04,24.5109,24.43605,19.11903,23.03073,22.69277
1926-07-05,23.20799,23.14237,21.65935,24.44782,23.56331
1926-07-06,25.57308,25.50521,21.62084,26.56801,23.44961
1926-07-07,27.71121,27.62077,22.89453,27.44073,25.55968
1926-07-08,28.6207,28.53891,24.55458,27.75604,26.84906
1926-07-09,27.00155,26.95504,26.1298,29.09461,26.73808
1926-07-10,27.30228,27.31679,25.18534,30.04735,25.5057
1926-07-11,27.7362,27.7422,25.22048,29.98964,25.66093
1926-07-12,26.65994,26.65342,25.59609,29.67654,26.47261
1926-07-13,26.70554,26.70343,25.60082,29.32547,26.66548
1926-07-14,27.60935,27.52745,24.02261,25.32252,26.36196
1926-07-15,26.51434,26.439,23.0437,24.42961,27.31862
1926-07-16,28.29284,28.24411,24.52524,27.12518,26.90875
1926-07-17,30.57784,30.54521,26.5551,30.3892,26.77244
1926-07-18,30.19513,30.12899,25.01639,28.42392,27.67579
1926-07-19,28.71083,28.68042,24.49323,27.4947,27.28685
1926-07-20,29.88999,29.86569,24.85313,30.19243,26.40991
1926-07-21,28.28195,28.26955,25.85147,30.15639,25.91264
1926-07-22,26.16578,26.15713,25.48001,29.18531,26.10134
1926-07-23,26.68683,26.68055,24.72448,29.11866,25.01789
1926-07-24,22.68331,22.60711,19.22273,21.04118,23.62684
1926-07-25,19.28372,19.23174,14.92132,18.40723,19.86453
1926-07-26,22.59993,22.53069,16.7459,20.44328,20.45928
1926-07-27,24.02001,23.96313,19.56882,24.02285,21.39641
1926-07-28,25.80297,25.75699,21.41156,25.72095,23.16667
1926-07-29,22.93159,22.907,24.37318,26.30503,25.48521
1926-07-30,28.95523,28.90731,24.16642,28.36802,25.26418
1926-07-31,28.0006,27.98096,25.71936,29.16735,26.71506
1926-08-01,27.84677,27.86846,25.45112,30.11415,26.54274
1926-08-02,27.43216,27.42009,26.65078,27.97527,26.91551
1926-08-03,29.30874,29.23193,26.07829,27.251,27.35763
1926-08-04,23.86461,23.80095,21.11875,22.07942,27.29493
1926-08-05,24.46377,24.38772,21.99685,23.65325,26.28946
1926-08-06,26.6965,26.62796,23.46519,26.89649,26.65156
1926-08-07,27.20346,27.15888,23.09069,25.62623,26.35542
1926-08-08,27.43558,27.38649,21.17115,25.45184,25.82578
1926-08-09,25.84949,25.79409,21.17674,24.37065,25.75238
1926-08-10,26.17078,26.12037,23.90715,26.87712,26.25853
1926-08-11,26.94427,26.95124,24.78024,29.1536,26.15206
1926-08-12,28.92449,28.9217,25.85329,30.15129,27.19393
1926-08-13,29.01754,29.02279,26.3245,30.56553,27.29501
1926-08-14,30.15782,30.15895,26.943,31.52525,27.22886
1926-08-15,31.93516,31.87253,26.94647,29.87647,28.19146
1926-08-16,31.02462,30.97801,25.19244,29.03424,28.76459
1926-08-17,30.95004,30.90353,24.86468,28.59402,28.40306
1926-08-18,29.91401,29.88161,24.67214,29.57219,26.8563
1926-08-19,30.38081,30.35909,25.22088,31.44629,26.67209
1926-08-20,31.86213,31.81607,27.97747,31.41866,29.21696
1926-08-21,32.47137,32.38492,28.5817,31.03795,29.355
1926-08-22,30.45054,30.37838,27.07928,28.3343,29.65256
1926-08-23,29.4938,29.44354,27.07121,29.26201,29.49517
1926-08-24,28.11623,28.10231,26.95438,30.82609,27.78032
1926-08-25,29.83087,29.81416,24.97062,31.30999,26.95146
1926-08-26,27.83678,27.81101,25.15272,29.31253,26.59604
1926-08-27,28.81352,28.80214,25.83458,30.82931,26.82039
1926-08-28,29.68031,29.69121,26.97129,31.70437,27.3783
1926-08-29,30.07294,30.04914,28.99101,30.87915,29.33126
1926-08-30,28.52043,28.47484,29.26207,29.87672,28.91589
1926-08-31,31.18496,31.09303,28.83957,28.07393,29.8349
1926-09-01,33.75502,33.70751,29.19667,31.8265,30.47009
1926-09-02,33.2043,33.16626,28.27002,32.25128,29.00679
1926-09-03,30.08861,30.08853,27.49688,32.03097,28.63829
1926-09-04,33.96059,33.90648,28.85762,32.70222,30.04588
1926-09-05,33.21703,33.1362,29.59301,30.82216,30.76269
1926-09-06,30.17897,30.11205,26.74234,28.54673,29.2171
1926-09-07,30.39141,30.32253,26.90103,29.98552,28.88358
1926-09-08,30.0505,30.01365,23.76002,30.54059,25.54677
1926-09-09,32.04131,32.02087,22.515,31.65801,25.28661
1926-09-10,31.46822,31.45284,26.36119,32.53695,28.45689
1926-09-11,30.90341,30.82951,28.90676,30.82183,30.02627
1926-09-12,33.39072,33.30619,25.79922,31.85905,28.48674
1926-09-13,31.13865,31.11326,22.94311,30.66435,26.84729
1926-09-14,31.53328,31.49891,25.40021,30.70744,28.66574
1926-09-15,30.32355,30.30915,26.04766,30.98453,28.1078
1926-09-16,31.81263,31.8023,25.36099,32.01326,28.12325
1926-09-17,31.56646,31.52978,26.77603,30.93974,27.97162
1926-09-18,31.54239,31.47828,27.65169,30.88191,28.81807
1926-09-19,33.96778,33.90831,26.7066,32.92626,28.5475
1926-09-20,32.15116,32.14002,25.32451,31.58518,27.07907
1926-09-21,31.13637,31.12972,25.64196,31.40581,26.90139
1926-09-22,31.54898,31.54225,25.67368,31.29074,27.58933
1926-09-23,31.6943,31.69492,24.92383,32.12069,27.87182
1926-09-24,29.77396,29.76746,27.27077,30.1047,27.74358
1926-09-25,30.58457,30.50407,22.44213,26.52763,26.10241
1926-09-26,30.5005,30.42384,22.51431,26.69939,26.4595
1926-09-27,30.87134,30.84641,23.79522,28.43445,28.02818
1926-09-28,34.28825,34.27714,26.74949,33.07329,28.57008
1926-09-29,33.9548,33.9056,29.10406,32.05232,29.82483
1926-09-30,32.48322,32.42677,27.13851,29.65148,30.36786
1926-10-01,35.06374,35.01337,29.71501,32.96896,31.91621
1926-10-02,34.35017,34.34369,30.0855,34.79526,31.13766
1926-10-03,34.21395,34.25928,30.01743,35.64109,31.54144
1926-10-04,34.12962,34.19298,31.25538,36.58659,32.42198
1926-10-05,34.88029,34.90808,32.79516,36.76088,32.38391
1926-10-06,34.65086,34.68173,32.3881,35.76668,31.66082
1926-10-07,35.30786,35.2693,28.83536,33.33478,31.71704
1926-10-08,34.70424,34.68199,27.50486,31.80494,33.04653
1926-10-09,35.28403,35.27919,28.31249,33.15323,30.71016
1926-10-10,36.4095,36.4453,32.91974,37.71975,32.26567
1926-10-11,36.55878,36.60136,33.72031,38.14403,32.23169
1926-10-12,34.25028,34.22138,33.4529,32.61759,32.23429
1926-10-13,35.26003,35.25824,32.85741,34.53994,33.13115
1926-10-14,30.73042,30.80352,29.57875,33.07734,30.69072
1926-10-15,32.76726,32.75959,24.46586,30.1692,27.74332
1926-10-16,33.68296,33.65944,27.19209,31.17702,31.58295
1926-10-17,36.81991,36.79027,30.66348,35.88064,30.97796
1926-10-18,34.3863,34.43287,31.90579,36.77147,32.6014
1926-10-19,33.86312,33.90162,32.7827,37.45323,33.00216
1926-10-20,35.86424,35.90981,33.6064,36.79804,33.05013
1926-10-21,35.78125,35.79467,34.86921,37.15361,33.5758
1926-10-22,40.91518,40.93462,33.49367,39.83092,34.12288
1926-10-23,36.93729,36.98269,32.46296,39.30863,32.92729
1926-10-24,35.09162,35.1677,33.04039,38.26967,33.00616
1926-10-25,35.41066,35.475,32.69496,37.99303,32.95322
1926-10-26,34.72021,34.75228,33.74056,37.76375,33.65457
1926-10-27,38.90143,38.87804,35.95286,37.29775,34.52549
1926-10-28,37.7614,37.75054,33.32874,38.26115,33.52074
1926-10-29,35.08985,35.12545,31.4816,37.84824,32.62234
1926-10-30,34.9393,34.97483,32.8577,38.25407,33.27078
1926-10-31,35.41235,35.45856,34.68446,37.86669,34.0459
1926-11-01,37.6398,37.65005,34.42839,38.27218,34.52779
1926-11-02,36.56616,36.60846,34.99863,38.20333,34.13163
1926-11-03,36.84869,36.92952,35.6115,39.45107,34.22726
1926-11-04,39.1361,39.06895,36.53563,36.55654,35.67066
1926-11-05,35.20714,35.16042,32.22823,33.44787,35.25973
1926-11-06,36.5084,36.4387,32.43551,34.32975,34.61039
1926-11-07,35.62179,35.62152,31.49318,36.13836,32.44352
1926-11-08,35.99647,36.00986,30.95017,37.04413,31.95495
1926-11-09,36.25561,36.27009,33.48929,38.08141,33.2319
1926-11-10,38.15737,38.16616,35.47643,40.01802,34.79451
1926-11-11,37.92493,37.94683,36.46204,38.71961,35.74868
1926-11-12,38.3858,38.40087,33.81555,40.46043,33.40231
1926-11-13,36.98614,37.03351,33.75822,39.29148,32.96126
1926-11-14,36.70128,36.73716,33.91582,38.78051,33.64918
1926-11-15,36.19192,36.20375,35.45715,38.91261,34.9974
1926-11-16,37.20357,37.2479,35.00766,38.56654,34.60606
1926-11-17,36.52174,36.53682,36.50334,36.55092,34.18314
1926-11-18,37.86734,37.81117,35.15675,36.27727,35.85216
1926-11-19,40.94081,40.90098,34.10456,39.39036,35.29688
1926-11-20,36.51036,36.54872,33.69432,38.19636,34.8317
1926-11-21,36.39111,36.43911,31.84083,37.99937,31.71965
1926-11-22,34.10272,34.12679,30.91416,35.88887,32.26576
1926-11-23,33.54195,33.53865,31.55856,34.8538,32.58066
1926-11-24,38.20647,38.1656,33.07758,37.66605,33.49253
1926-11-25,35.42658,35.42205,31.98324,37.41819,32.43315
1926-11-26,35.11523,35.09914,30.68762,36.35802,31.94581
1926-11-27,33.90024,33.9112,31.64884,36.3806,32.76115
1926-11-28,35.89656,35.90226,29.84702,35.51871,30.2678
1926-11-29,35.99644,36.00572,31.10816,35.8074,31.16448
1926-11-30,36.09103,36.09869,31.9657,37.4602,31.83725
1926-12-01,36.34935,36.3771,33.87021,38.5334,33.66495
1926-12-02,37.69353,37.73069,36.78954,39.5486,34.96567
1926-12-03,38.1838,38.22196,36.57257,39.94326,35.8547
1926-12-04,37.26554,37.33935,35.35394,40.43806,35.49205
1926-12-05,37.39445,37.45619,34.8695,40.02371,34.4815
1926-12-06,34.78832,34.73683,33.01998,33.01993,33.96442
1926-12-07,37.11339,37.07045,32.30023,35.59958,33.40856
1926-12-08,39.96877,39.92292,33.49314,38.73738,34.13862
1926-12-09,35.6002,35.63345,33.2643,38.39214,33.20507
1926-12-10,36.58517,36.62682,35.05626,39.40057,35.72431
1926-12-11,37.74819,37.81902,35.86902,40.27092,35.24956
1926-12-12,39.15138,39.15004,38.25853,39.7378,35.08782
1926-12-13,41.26896,41.26404,37.75232,40.19223,34.94535
1926-12-14,40.01827,39.97286,33.87548,36.40197,32.84463
1926-12-15,35.99909,36.0435,32.23085,35.82871,32.04557
1926-12-16,36.39264,36.44656,33.61521,37.89668,32.16963
1926-12-17,37.14602,37.13298,32.69639,37.63078,31.42846
1926-12-18,34.89633,34.93228,30.54417,34.63738,29.26762
1926-12-19,34.84564,34.84825,30.52333,35.4423,30.64962
1926-12-20,34.3215,34.35342,27.37944,33.99429,27.68003
1926-12-21,35.29573,35.34878,30.84492,35.61702,30.60437
1926-12-22,37.58088,37.5985,33.52983,38.91764,32.07626
1926-12-23,36.81374,36.83083,35.42424,38.24904,34.28295
1926-12-24,35.74055,35.7893,33.74908,37.81282,32.37344
1926-12-25,36.25101,36.28399,32.40612,38.13985,30.62481
1926-12-26,30.99796,31.02868,28.17875,30.49363,29.9391
1926-12-27,34.21763,34.26629,30.24327,34.34193,27.47091
1926-12-28,35.10847,35.13691,32.50285,35.87443,30.2102
1926-12-29,37.12946,37.14511,32.26158,38.04852,29.36704
1926-12-30,39.68821,39.71281,34.66575,38.7556,32.89105
1926-12-31,39.71401,39.7366,36.93703,39.59088,33.85895
1927-01-01,38.65325,38.67861,36.54559,39.80911,33.29613
1927-01-02,39.2054,39.22906,37.29648,40.97984,34.26463
1927-01-03,37.99583,38.05106,34.65495,39.69389,33.58981
1927-01-04,37.05798,37.10596,33.70814,39.01283,32.46572
1927-01-05,36.34573,36.37508,34.22547,38.58226,33.30041
1927-01-06,37.29107,37.31355,34.2666,37.90728,33.32989
1927-01-07,38.14888,38.19597,33.74832,37.98257,32.7633
1927-01-08,35.50384,35.55366,32.39125,36.91033,32.16811
1927-01-09,31.50185,31.58614,32.9797,33.60836,33.40834
1927-01-10,36.00404,36.03384,32.76546,36.70362,32.96889
1927-01-11,37.17827,37.20205,32.25415,36.72853,32.44911
1927-01-12,34.92041,34.93751,28.68508,34.92927,29.155
1927-01-13,33.36193,33.40131,31.949,35.24403,32.24744
1927-01-14,34.09684,34.12668,32.07796,36.39441,31.7435
1927-01-15,35.44891,35.48262,32.89309,37.55455,31.70835
1927-01-16,37.16789,37.22043,32.20969,37.82062,29.07257
1927-01-17,36.9544,37.00111,28.11983,37.25117,25.74922
1927-01-18,36.77494,36.81443,30.77408,38.5843,28.98855
1927-01-19,36.67307,36.71935,29.88413,38.79531,28.98118
1927-01-20,37.1014,37.14315,29.91246,37.51924,24.76768
1927-01-21,36.76682,36.83069,29.51345,34.63552,29.09349
1927-01-22,31.34207,31.39274,31.14459,31.0883,30.32894
1927-01-23,33.90692,33.94258,26.67917,32.41649,28.58166
1927-01-24,36.04221,36.05986,29.53303,34.97624,29.35029
1927-01-25,38.03475,38.0271,32.18909,37.93229,30.89001
1927-01-26,38.3848,38.3949,35.12921,38.78486,33.02127
1927-01-27,35.52946,35.57255,34.80538,37.03055,33.45326
1927-01-28,36.24523,36.27433,34.33004,36.10567,33.55202
1927-01-29,36.68547,36.70541,33.30822,35.63517,31.92729
1927-01-30,32.35973,32.39516,31.72863,34.81944,29.63438
1927-01-31,36.4259,36.45932,32.74135,36.68778,31.23688
1927-02-01,31.16584,31.19684,28.87843,33.12606,28.78664
1927-02-02,34.00179,34.04622,25.88044,32.21567,28.73394
1927-02-03,37.56976,37.52378,30.03308,34.93941,28.92543
1927-02-04,37.36848,37.36875,31.48058,36.91159,30.01092
1927-02-05,37.74741,37.76104,32.79602,38.95511,29.97765
1927-02-06,37.20073,37.19582,33.87533,38.13543,31.64774
1927-02-07,38.99156,38.98566,34.58776,39.2047,32.62964
1927-02-08,40.06865,40.05691,33.52507,39.84682,30.25341
1927-02-09,39.6244,39.61591,29.27787,39.46356,26.85685
1927-02-10,36.28236,36.31093,19.83501,31.67356,22.48859
1927-02-11,31.09411,31.14751,20.8314,28.59635,26.47151
1927-02-12,29.45189,29.50287,22.14186,28.6298,26.69216
1927-02-13,30.29979,30.34024,22.5268,30.02811,25.55733
1927-02-14,30.9769,31.01432,27.79149,31.31884,26.49774
1927-02-15,27.0161,27.04822,22.94665,26.15255,26.21839
1927-02-16,25.32855,25.34019,24.23269,26.25511,28.92634
1927-02-17,27.62414,27.6863,27.32996,29.20055,28.94751
1927-02-18,28.56391,28.60482,27.42879,30.80592,27.22516
1927-02-19,29.65889,29.69454,30.20046,32.38425,28.67571
1927-02-20,31.51018,31.57104,31.07598,33.62995,27.6037
1927-02-21,33.30246,33.34953,30.39372,34.56214,29.25736
1927-02-22,36.91472,36.92699,29.0545,35.63437,30.92574
1927-02-23,35.78312,35.80664,29.29773,35.13315,29.88411
1927-02-24,36.26522,36.29693,30.56703,36.81173,29.7118
1927-02-25,34.85046,34.83587,31.10356,35.24837,29.79429
1927-02-26,34.47458,34.46905,32.74484,35.41457,31.16166
1927-02-27,35.11009,35.1414,30.72596,36.59813,30.54645
1927-02-28,34.11184,34.15137,30.19309,35.80034,30.2342
1927-03-01,34.35306,34.39511,30.01927,35.5238,29.76507
1927-03-02,35.44294,35.47871,30.15621,36.00624,30.62453
1927-03-03,35.87354,35.91534,29.66108,36.18293,30.72394
1927-03-04,36.1148,36.14007,28.92284,35.73718,29.69288
1927-03-05,36.6118,36.60058,31.65065,36.26932,31.2593
1927-03-06,36.19094,36.16306,32.69668,35.11255,32.13871
1927-03-07,36.50245,36.47417,32.22417,35.23904,31.60684
1927-03-08,37.14297,37.11383,33.23185,36.85516,31.37962
1927-03-09,36.73526,36.73249,32.39511,36.5374,32.53093
1927-03-10,36.72921,36.7443,32.04415,37.94929,31.90883
1927-03-11,37.15283,37.17942,32.53207,38.58145,32.22356
1927-03-12,36.73913,36.77999,32.53922,38.77074,32.72068
1927-03-13,37.23212,37.2242,29.37857,36.16516,30.52627
1927-03-14,36.24127,36.24263,31.7001,35.54788,32.06835
1927-03-15,35.78686,35.80546,31.91421,36.78419,31.80446
1927-03-16,33.79004,33.81962,32.3856,36.41594,31.30738
1927-03-17,34.22585,34.25645,31.07129,36.29626,30.84626
1927-03-18,34.23584,34.26944,30.08915,35.72946,30.21342
1927-03-19,35.89349,35.92097,30.82735,36.75309,30.83154
1927-03-20,37.41466,37.46907,31.4226,37.0335,30.32891
1927-03-21,33.95657,34.03609,29.9526,35.29626,29.56084
1927-03-22,32.64387,32.71069,31.04276,34.76775,30.38609
1927-03-23,31.01727,31.09749,32.92704,33.12387,31.10282
1927-03-24,32.79609,32.81857,30.95267,35.09049,30.57541
1927-03-25,30.70487,30.73552,27.93232,33.00963,29.49325
1927-03-26,35.01443,35.03593,28.09173,34.31278,29.11511
1927-03-27,35.05904,35.08563,27.02872,34.33018,29.04747
1927-03-28,33.85563,33.86982,26.91269,33.317,27.84863
1927-03-29,33.56313,33.56564,26.95368,33.29038,27.52467
1927-03-30,34.6149,34.62064,27.20118,33.2536,29.14798
1927-03-31,35.52709,35.52662,25.78449,33.01111,28.85586
1927-04-01,33.59671,33.58709,24.82948,32.31777,27.68958
1927-04-02,33.29637,33.26789,25.61259,31.90307,27.42154
1927-04-03,32.95308,32.93253,26.78891,31.97642,27.92183
1927-04-04,32.87838,32.85802,27.2609,31.76779,29.07536
1927-04-05,33.86576,33.84022,27.23038,32.88448,29.25059
1927-04-06,33.99688,33.97821,27.2542,33.20234,28.69742
1927-04-07,35.57831,35.54614,25.70708,34.31154,27.55708
1927-04-08,32.66269,32.65227,27.95466,33.78601,28.96315
1927-04-09,32.4557,32.4706,25.9295,32.44104,26.87679
1927-04-10,30.11191,30.11333,25.44053,31.44302,27.2755
1927-04-11,31.50619,31.50483,26.38991,32.10282,28.03322
1927-04-12,31.90449,31.91014,26.37928,32.47401,27.12029
1927-04-13,33.55558,33.52404,26.96811,32.75002,28.27397
1927-04-14,32.39547,32.35748,28.47758,32.38223,30.04966
1927-04-15,33.05455,33.00612,28.28632,32.12961,28.95155
1927-04-16,32.3208,32.25999,27.78317,30.83871,28.29245
1927-04-17,31.03635,30.98859,28.27506,29.65361,29.661
1927-04-18,29.90562,29.86762,26.39099,29.11564,28.87441
1927-04-19,29.79313,29.73633,27.54098,29.02845,29.13497
1927-04-20,30.88071,30.81906,27.80023,30.22868,29.11334
1927-04-21,31.16477,31.10703,27.5009,30.53549,29.40004
1927-04-22,29.70666,29.64534,26.78977,29.06865,29.54081
1927-04-23,30.43283,30.36666,27.82004,30.14349,28.93517
1927-04-24,31.76459,31.70745,28.15095,32.12544,28.52942
1927-04-25,31.02309,30.99047,27.76014,31.61889,28.85336
1927-04-26,32.37574,32.33815,26.92699,31.55038,28.30046
1927-04-27,30.76805,30.75046,24.55657,30.25255,26.52815
1927-04-28,31.74061,31.72236,25.74335,31.19558,27.75407
1927-04-29,32.5588,32.52418,27.07421,32.19186,29.34442
1927-04-30,32.07624,32.01407,26.81231,31.28555,28.66684
1927-05-01,31.60122,31.53817,27.65233,31.7357,29.10746
1927-05-02,30.98036,30.94356,27.1643,31.86555,28.61631
1927-05-03,31.39383,31.3296,27.07945,30.55925,28.55727
1927-05-04,30.97033,30.89261,26.48659,29.27657,27.63601
1927-05-05,28.70051,28.63953,25.07415,27.20865,29.0468
1927-05-06,29.69501,29.6269,25.69762,28.39329,28.34524
1927-05-07,29.48811,29.45794,26.57982,29.79471,28.04773
1927-05-08,28.85672,28.85199,24.95654,29.86956,27.00843
1927-05-09,29.12975,29.1572,25.57871,31.67483,27.16938
1927-05-10,28.82881,28.82367,26.87192,30.06831,27.68135
1927-05-11,29.3832,29.30393,25.39581,27.31011,28.40051
1927-05-12,28.68169,28.5614,24.01451,26.70275,27.88724
1927-05-13,28.48884,28.41499,24.03321,27.21773,27.35601
1927-05-14,27.88788,27.83393,23.84324,28.1441,25.50512
1927-05-15,27.69505,27.67941,24.8037,28.21362,26.21632
1927-05-16,29.27054,29.27495,25.59753,30.64046,27.22482
1927-05-17,31.78784,31.73885,26.7559,30.76769,27.82788
1927-05-18,28.41577,28.31492,26.22304,27.00083,28.3762
1927-05-19,29.05996,28.96888,25.93434,28.17933,27.0322
1927-05-20,29.03251,28.94274,25.85893,27.95733,27.28333
1927-05-21,29.06371,28.98998,25.81615,28.53673,27.28678
1927-05-22,29.44434,29.37804,25.88968,28.61118,26.87879
1927-05-23,30.03157,29.96915,24.86885,29.44261,25.86701
1927-05-24,29.84976,29.78085,25.16905,29.15496,26.506
1927-05-25,28.68729,28.59648,24.68645,26.82452,25.97898
1927-05-26,23.84666,23.77189,21.21468,22.7446,25.89523
1927-05-27,22.8749,22.80354,19.03153,21.60816,23.00321
1927-05-28,23.55722,23.48664,19.30252,22.38862,22.65845
1927-05-29,24.63479,24.5475,18.52572,23.50267,19.00746
1927-05-30,26.13544,26.05059,23.85381,25.73052,26.31348
1927-05-31,27.98978,27.89528,24.40871,27.32783,25.89808
1927-06-01,28.68195,28.59126,25.92698,28.62,26.89916
1927-06-02,28.17709,28.12001,23.95346,28.80729,24.48186
1927-06-03,25.33322,25.34883,15.75961,23.47333,19.92694
1927-06-04,25.56032,25.55732,19.42852,22.57464,23.34755
1927-06-05,26.08133,26.08378,20.54172,26.73417,23.93982
1927-06-06,27.42667,27.41604,22.71467,27.45904,25.12682
1927-06-07,26.55825,26.55647,23.17567,27.62861,24.75121
1927-06-08,26.90434,26.88934,22.45014,27.52978,24.44095
1927-06-09,26.94331,26.92644,22.21466,27.48716,24.55104
1927-06-10,29.74856,29.70297,23.81778,29.41896,25.54994
1927-06-11,29.10313,29.04831,22.0306,28.42126,24.69663
1927-06-12,27.11232,27.07751,18.3704,26.6161,19.91774
1927-06-13,27.71231,27.6889,22.61896,27.57275,24.77732
1927-06-14,28.01947,28.00531,23.96335,28.94844,25.42769
1927-06-15,27.8976,27.90398,23.2991,29.39458,24.1716
1927-06-16,26.49711,26.49351,24.28424,28.22604,25.17283
1927-06-17,28.56001,28.52931,23.15443,26.67627,25.24878
1927-06-18,32.73514,32.73767,24.14671,31.8002,25.73714
1927-06-19,31.34499,31.34979,27.35371,32.96822,27.59414
1927-06-20,29.9506,29.88249,26.41884,29.33029,27.30155
